strain	virus	accession	date	region	country	division	location	passage	age	gender	originating_lab	submitting_lab
A/Lao/F1270/2019	flu	EPI1589350	2019-05-09	southeast_asia	laos	laos	laos	cell	1y	male	National Center For Laboratory And Epidemiology	National Institute Of Infectious Diseases (niid)
A/Delaware/38/2019	flu	EPI1487448	2019-05-10	north_america	usa	delaware	delaware	unpassaged	48y	female	Delaware Public Health Lab	Centers For Disease Control And Prevention
A/RioGrandedoSul/338/2019	flu	EPI1584392	2019-05-10	south_america	brazil	rio_grande_do_sul	rio_grande_do_sul	unpassaged	56y	male	Lacen/rs   Laboratório Central De Saúde Pública Do Rio Grande Do Sul	Instituto Oswaldo Cruz Fiocruz
A/Brisbane/33/2019	flu	EPI1590836	2019-05-10	oceania	australia	queensland	brisbane	cell	24y	male	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza
A/Santiago/42040/2019	flu	EPI1548715	2019-05-10	south_america	chile	santiago	santiago	cell	69y	female	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention
A/Cardiff/9171/2019	flu	EPI1482983	2019-05-11	europe	united_kingdom	wales	cardiff	unpassaged	43y	female	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
A/Bangladesh/1190503018/2019	flu	EPI1548432	2019-05-11	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	85y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Niigata-C/37/2019	flu	EPI1494556	2019-05-12	japan_korea	japan	niigata	niigata	undetermined	32y	female	Niigata City Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)
A/Victoria/751/2019	flu	EPI1548926	2019-05-12	oceania	australia	victoria	victoria	cell	9y	female	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/Bangladesh/3028/2019	flu	EPI1507856	2019-05-12	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	42y	male	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention
A/SouthAfrica/R05114/2019	flu	EPI1582707	2019-05-13	africa	south_africa	south_africa	south_africa	cell	?	female	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/SouthAfrica/R05118/2019	flu	EPI1582709	2019-05-13	africa	south_africa	south_africa	south_africa	cell	?	female	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Kobe/19156/2019	flu	EPI1605014	2019-05-13	japan_korea	japan	hyogo	kobe	cell	2y	female	Kobe Institute Of Health	National Institute Of Infectious Diseases (niid)
A/SantaCatarina/278/2019	flu	EPI1584381	2019-05-13	south_america	brazil	santa_catarina	santa_catarina	unpassaged	29y	male	Lacen/sc	Instituto Oswaldo Cruz Fiocruz
A/Henan-Shancheng/1385/2019	flu	EPI1504787	2019-05-13	china	china	henan	henan	cell	5y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Guangdong-Rongcheng/1394/2019	flu	EPI1504658	2019-05-13	china	china	guangdong	guangdong	cell	31y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Neath/3346/2019	flu	EPI1482967	2019-05-13	europe	united_kingdom	wales	neath	unpassaged	33y	female	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
A/Wisconsin/549/2019	flu	EPI1482191	2019-05-13	north_america	usa	wisconsin	wisconsin	unpassaged	12y	?	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention
A/Hainan-Meilan/1396/2019	flu	EPI1542705	2019-05-13	china	china	hainan	hainan	cell	13y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Yunnan-Gejiu/320/2019	flu	EPI1504547	2019-05-13	china	china	yunnan	yunnan	cell	13y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Henan-Chuanhui/1343/2019	flu	EPI1504625	2019-05-13	china	china	henan	henan	cell	6y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/SouthAfrica/R05121/2019	flu	EPI1582711	2019-05-14	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Peru/5019/2019	flu	EPI1597327	2019-05-14	south_america	peru	peru	peru	unpassaged	19y	female	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention
A/Alagoas/280/2019	flu	EPI1548686	2019-05-14	south_america	brazil	alagoas	alagoas	unpassaged	75y	male	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention
A/Guangdong-Jiangcheng/1399/2019	flu	EPI1504652	2019-05-14	china	china	guangdong	guangdong	cell	3y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Guangxi-Shangsi/520/2019	flu	EPI1542684	2019-05-14	china	china	guangxi	guangxi	cell	9y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Singapore/OHC0015/2019	flu	EPI1597880	2019-05-14	southeast_asia	singapore	singapore	singapore	unpassaged	?	?	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/Iwate/45/2019	flu	EPI1498255	2019-05-14	japan_korea	japan	iwate	iwate	cell	27y	female	Research Institute For Environmental Sciences And Public Health Of Iwate Prefecture	National Institute Of Infectious Diseases (niid)
A/Ehime/80/2019	flu	EPI1494550	2019-05-14	japan_korea	japan	ehime	ehime	cell	12y	male	Ehime Prefecture Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)
A/SouthAfrica/R05176/2019	flu	EPI1582714	2019-05-14	africa	south_africa	south_africa	south_africa	cell	?	female	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/AbuDhabi/54/2019	flu	EPI1586128	2019-05-15	west_asia	united_arab_emirates	abu_dhabi	abu_dhabi	unpassaged	1y	male	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention
A/Lopburi/235/2019	flu	EPI1586817	2019-05-15	southeast_asia	thailand	lop_buri	lop_buri	cell	54y	female	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention
A/AbuDhabi/53/2019	flu	EPI1586136	2019-05-15	west_asia	united_arab_emirates	abu_dhabi	abu_dhabi	unpassaged	29y	male	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention
A/Singapore/TT0378/2019	flu	EPI1597972	2019-05-15	southeast_asia	singapore	singapore	singapore	unpassaged	?	?	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/MerthyrTydfil/3219/2019	flu	EPI1482999	2019-05-15	europe	united_kingdom	wales	merthyr_tydfil	unpassaged	25y	female	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
A/Santiago/45739/2019	flu	EPI1505436	2019-05-16	south_america	chile	santiago	santiago	unpassaged	69y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Perth/92/2019	flu	EPI1593960	2019-05-17	oceania	australia	western_australia	perth	cell	6m	female	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/Tasmania/38/2019	flu	EPI1550217	2019-05-18	oceania	australia	tasmania	tasmania	cell	?	male	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Paraguay/1714/2019	flu	EPI1548471	2019-05-18	south_america	paraguay	paraguay	paraguay	unpassaged	5y	female	Central Laboratory Of Public Health	Centers For Disease Control And Prevention
A/Bolivia/591/2019	flu	EPI1487070	2019-05-18	south_america	bolivia	bolivia	bolivia	unpassaged	32y	female	Cenetrop	Centers For Disease Control And Prevention
A/Mie/18/2019	flu	EPI1566696	2019-05-18	japan_korea	japan	mie	mie	cell	6y	male	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)
A/Iceland/71/2019	flu	EPI1543124	2019-05-19	europe	iceland	iceland	iceland	cell	?	male	Landspitali   University Hospital 	Crick Worldwide Influenza Centre
A/Victoria/748/2019	flu	EPI1548917	2019-05-19	oceania	australia	victoria	victoria	cell	15y	male	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/Canberra/144/2019	flu	EPI1478745	2019-05-20	oceania	australia	canberra	canberra	cell	19y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Noyabrsk/RII-4717S/2019	flu	EPI1489845	2019-05-20	west_asia	russia	yamalia	noyabrsk	unpassaged	7y	female	Center Of Hygiene And Epidemiology In Yamalo Nenets Autonomous Okrug	Who National Influenza Centre Russian Federation
A/SouthAfrica/R05619/2019	flu	EPI1582715	2019-05-20	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Togo/638/2019	flu	EPI1603510	2019-05-20	africa	togo	togo	togo	unpassaged	?	male	Institute National D'hygiene	Centers For Disease Control And Prevention
A/Bolivia/563/2019	flu	EPI1497446	2019-05-21	south_america	bolivia	bolivia	bolivia	unpassaged	2y	female	Cenetrop	Centers For Disease Control And Prevention
A/Bolivia/562/2019	flu	EPI1495775	2019-05-21	south_america	bolivia	bolivia	bolivia	unpassaged	3y	female	Cenetrop	Centers For Disease Control And Prevention
A/Armenia/941/2019	flu	EPI1582587	2019-05-21	west_asia	armenia	armenia	armenia	undetermined	27y	female	Centre For Diseases Control And Prevention	Crick Worldwide Influenza Centre
A/Nevada/30/2019	flu	EPI1482864	2019-05-21	north_america	usa	nevada	nevada	unpassaged	75y	female	Nevada State Health Laboratory	Centers For Disease Control And Prevention
A/SouthAfrica/R05652/2019	flu	EPI1582719	2019-05-21	africa	south_africa	south_africa	south_africa	cell	?	female	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/California/141/2019	flu	EPI1482849	2019-05-22	north_america	usa	california	california	unpassaged	7y	female	California Department Of Health Services	Centers For Disease Control And Prevention
A/Victoria/39/2019	flu	EPI1593810	2019-05-22	oceania	australia	victoria	victoria	cell	33y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/California/142/2019	flu	EPI1482857	2019-05-22	north_america	usa	california	california	unpassaged	11y	male	California Department Of Health Services	Centers For Disease Control And Prevention
A/Victoria/36/2019	flu	EPI1593804	2019-05-22	oceania	australia	victoria	victoria	cell	12y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/SouthAfrica/R05636/2019	flu	EPI1582717	2019-05-22	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Yunnan-Qilin/1622/2019	flu	EPI1504571	2019-05-22	china	china	yunnan	yunnan	cell	2y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/SaoPaulo/1165167-IAL/2019	flu	EPI1529184	2019-05-22	south_america	brazil	sao_paulo	campinas	unpassaged	5y	female	Instituto Adolfo Lutz	Instituto Adolfo Lutz
A/Bangladesh/3057/2019	flu	EPI1548372	2019-05-23	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	20y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Lebanon/445/2019	flu	EPI1604638	2019-05-23	west_asia	lebanon	lebanon	lebanon	undetermined	74y	female	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Crick Worldwide Influenza Centre
A/VinaDelMar/47324/2019	flu	EPI1505372	2019-05-23	south_america	chile	valparaiso	vina_del_mar	unpassaged	2y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bolivia/592/2019	flu	EPI1487078	2019-05-23	south_america	bolivia	bolivia	bolivia	unpassaged	4y	female	Cenetrop	Centers For Disease Control And Prevention
A/Victoria/46/2019	flu	EPI1593822	2019-05-23	oceania	australia	victoria	victoria	cell	20y	female	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/Bangladesh/1190503042/2019	flu	EPI1548352	2019-05-24	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	16y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Victoria/47/2019	flu	EPI1593825	2019-05-24	oceania	australia	victoria	victoria	cell	10y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/Tasmania/47/2019	flu	EPI1590969	2019-05-25	oceania	australia	tasmania	tasmania	cell	7y	female	Royal Hobart Hospital	WHO Collaborating Centre for Reference and Research on Influenza
A/Tasmania/48/2019	flu	EPI1550225	2019-05-25	oceania	australia	tasmania	tasmania	cell	72y	female	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Iquique/50699/2019	flu	EPI1574611	2019-05-25	south_america	chile	tarapaca	iquique	unpassaged	92y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bangladesh/4048/2019	flu	EPI1587579	2019-05-26	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	20y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Bangladesh/7190513011/2019	flu	EPI1586707	2019-05-26	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	55y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Tasmania/50/2019	flu	EPI1590806	2019-05-26	oceania	australia	tasmania	tasmania	cell	50y	male	Royal Hobart Hospital	WHO Collaborating Centre for Reference and Research on Influenza
A/VinaDelMar/64754/2019	flu	EPI1574777	2019-05-27	south_america	chile	valparaiso	vina_del_mar	unpassaged	1y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bangladesh/1036/2019	flu	EPI1573846	2019-05-27	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	9y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Bangladesh/1020/2019	flu	EPI1586589	2019-05-27	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	1y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Christchurch/529/2019	flu	EPI1590902	2019-05-27	oceania	new_zealand	canterbury	christchurch	cell	4y	female	Canterbury Health Services	WHO Collaborating Centre for Reference and Research on Influenza
A/Canberra/170/2019	flu	EPI1590899	2019-05-27	oceania	australia	canberra	canberra	cell	15y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/VinaDelMar/67130/2019	flu	EPI1574792	2019-05-27	south_america	chile	valparaiso	vina_del_mar	unpassaged	90y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Peru/9719/2019	flu	EPI1602182	2019-05-27	south_america	peru	peru	peru	unpassaged	?	female	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention
A/Bangladesh/1038/2019	flu	EPI1573760	2019-05-27	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	7y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Concepcion/50998/2019	flu	EPI1574618	2019-05-27	south_america	chile	bio_bio	concepcion	unpassaged	14m	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Christchurch/528/2019	flu	EPI1590905	2019-05-27	oceania	new_zealand	canterbury	christchurch	cell	3y	female	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza
A/Parana/478/2019	flu	EPI1584410	2019-05-27	south_america	brazil	parana	parana	unpassaged	81y	female	Laboratório Central Do Estado Do Paraná   Lacen/pr	Instituto Oswaldo Cruz Fiocruz
A/Tasmania/51/2019	flu	EPI1583391	2019-05-27	oceania	australia	tasmania	tasmania	cell	27y	female	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Darwin/451/2019	flu	EPI1548995	2019-05-28	oceania	australia	northern_territory	darwin	cell	54y	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Bangladesh/4053/2019	flu	EPI1587572	2019-05-28	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	16y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Delaware/39/2019	flu	EPI1487239	2019-05-28	north_america	usa	delaware	delaware	unpassaged	56y	male	Delaware Public Health Lab	Centers For Disease Control And Prevention
A/Bangladesh/8016/2019	flu	EPI1587528	2019-05-28	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	1y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Kanagawa/AC1883/2019	flu	EPI1498246	2019-05-28	japan_korea	japan	kanagawa	kanagawa	cell	?	female	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)
A/Tennessee/71/2019	flu	EPI1486340	2019-05-28	north_america	usa	tennessee	tennessee	unpassaged	47y	male	Tennessee Department of Health Laboratory-Nashville	Centers for Disease Control and Prevention
A/Campinas/1175630-IAL/2019	flu	EPI1597180	2019-05-29	south_america	brazil	sao_paulo	campinas	unpassaged	57y	female	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/Victoria/64/2019	flu	EPI1594008	2019-05-29	oceania	australia	victoria	victoria	cell	47y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/SaoPaulo/1175630-IAL/2019	flu	EPI1529051	2019-05-29	south_america	brazil	sao_paulo	campinas	unpassaged	57y	female	Instituto Adolfo Lutz	Instituto Adolfo Lutz
A/Guangxi-Cangwu/317/2019	flu	EPI1504607	2019-05-30	china	china	guangxi	guangxi	cell	11y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Bangladesh/8021/2019	flu	EPI1587566	2019-05-30	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	60y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Santiago/50600/2019	flu	EPI1505396	2019-05-30	south_america	chile	santiago	santiago	unpassaged	80y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Bangladesh/1023/2019	flu	EPI1586714	2019-05-30	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	1y	male	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Singapore/NTF0036/2019	flu	EPI1597903	2019-05-30	southeast_asia	singapore	singapore	singapore	unpassaged	?	?	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/SouthAfrica/R06219/2019	flu	EPI1582727	2019-05-31	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/RibeiraoPreto/1176210-IAL/2019	flu	EPI1597148	2019-05-31	south_america	brazil	sao_paulo	ribeirao	unpassaged	49y	male	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/Darwin/460/2019	flu	EPI1583397	2019-05-31	oceania	australia	northern_territory	darwin	cell	12y	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Darwin/461/2019	flu	EPI1583400	2019-05-31	oceania	australia	northern_territory	darwin	cell	11m	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Victoria/2308/2019	flu	EPI1583415	2019-05-31	oceania	australia	victoria	victoria	cell	96y	male	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Singapore/GP0830/2019	flu	EPI1597866	2019-05-31	southeast_asia	singapore	singapore	singapore	unpassaged	55y	female	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/Bangladesh/1190613002/2019	flu	EPI1586456	2019-06-01	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	13y	female	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention
A/Cardiff/9558/2019	flu	EPI1584099	2019-06-02	europe	united_kingdom	wales	cardiff	unpassaged	1y	female	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
A/Alberta/RV2415/2019	flu	EPI1590339	2019-06-02	north_america	canada	alberta	alberta	undetermined	2y	male	Provincial Laboratory Of Public Health For Southern Alberta	Public Health Agency Of Canada (phac)
A/Darwin/459/2019	flu	EPI1493145	2019-06-02	oceania	australia	northern_territory	darwin	cell	34y	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Victoria/2515/2019	flu	EPI1493127	2019-06-02	oceania	australia	victoria	victoria	cell	56y	male	Royal Melbourne Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Missouri/25/2019	flu	EPI1486364	2019-06-03	north_america	usa	missouri	missouri	unpassaged	18y	female	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention
A/Victoria/67/2019	flu	EPI1493130	2019-06-03	oceania	australia	victoria	victoria	cell	22y	female	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/Victoria/2603/2019	flu	EPI1593945	2019-06-03	oceania	australia	victoria	victoria	cell	10y	male	Royal Chidrens Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Cambodia/FSS40728/2019	flu	EPI1583988	2019-06-03	southeast_asia	cambodia	cambodia	cambodia	cell	?	?	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza
A/Guyane/718/2019	flu	EPI1508047	2019-06-03	south_america	french_guiana	french_guiana	french_guiana	unpassaged	22y	female	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention
A/SouthAfrica/R06413/2019	flu	EPI1582731	2019-06-04	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Singapore/KK1130/2019	flu	EPI1597934	2019-06-04	southeast_asia	singapore	singapore	singapore	unpassaged	?	?	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/SouthAfrica/R06404/2019	flu	EPI1582729	2019-06-04	africa	south_africa	south_africa	south_africa	cell	?	female	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Canberra/205/2019	flu	EPI1583941	2019-06-04	oceania	australia	canberra	canberra	cell	96y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Cambodia/d0619386/2019	flu	EPI1583998	2019-06-04	southeast_asia	cambodia	cambodia	cambodia	cell	?	?	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza
A/Cambodia/FSS40729/2019	flu	EPI1583990	2019-06-04	southeast_asia	cambodia	cambodia	cambodia	cell	?	?	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza
A/SouthAfrica/R06338/2019	flu	EPI1542269	2019-06-04	africa	south_africa	south_africa	south_africa	cell	?	?	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza
A/PuertoMontt/53701/2019	flu	EPI1574625	2019-06-05	south_america	chile	los_lagos	puerto_montt	unpassaged	86y	female	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Victoria/2607/2019	flu	EPI1583424	2019-06-05	oceania	australia	victoria	victoria	cell	5y	male	Royal Chidrens Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/SouthAfrica/R06432/2019	flu	EPI1582735	2019-06-05	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/Victoria/48/2019	flu	EPI1493139	2019-06-05	oceania	australia	victoria	victoria	cell	5y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/Iceland/12008/2019	flu	EPI1574971	2019-06-05	europe	iceland	iceland	iceland	cell	?	female	Landspitali   University Hospital 	Crick Worldwide Influenza Centre
A/Honduras/4619/2019	flu	EPI1548755	2019-06-05	north_america	honduras	honduras	honduras	unpassaged	1y	female	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention
A/Alberta/RV2402/2019	flu	EPI1590329	2019-06-05	north_america	canada	alberta	alberta	undetermined	24y	female	Provincial Laboratory Of Public Health For Southern Alberta	Public Health Agency Of Canada (phac)
A/Santiago/51713/2019	flu	EPI1574663	2019-06-06	south_america	chile	santiago	santiago	unpassaged	85y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Singapore/GP0866/2019	flu	EPI1597873	2019-06-06	southeast_asia	singapore	singapore	singapore	unpassaged	49y	female	Ministry Of Health, Singapore	Ministry Of Health, Singapore
A/Ghana/312/2019	flu	EPI1604591	2019-06-06	africa	ghana	ghana	ghana	cell	40y	male	University Of Ghana	Crick Worldwide Influenza Centre
A/Perth/1058/2019	flu	EPI1593792	2019-06-06	oceania	australia	western_australia	perth	cell	63y	female	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Canberra/215/2019	flu	EPI1590854	2019-06-06	oceania	australia	canberra	canberra	cell	7y	female	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Nagano/2410/2019	flu	EPI1566680	2019-06-06	japan_korea	japan	nagano	nagano	undetermined	?	female	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)
A/Guatemala/315/2019	flu	EPI1557699	2019-06-07	north_america	guatemala	guatemala	guatemala	unpassaged	?	female	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention
A/SantaCatarina/495/2019	flu	EPI1584416	2019-06-07	south_america	brazil	santa_catarina	santa_catarina	unpassaged	20y	female	Lacen/sc	Instituto Oswaldo Cruz Fiocruz
A/Peru/7519/2019	flu	EPI1602254	2019-06-07	south_america	peru	peru	peru	unpassaged	31y	female	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention
A/Sapporo/48/2019	flu	EPI1566706	2019-06-07	japan_korea	japan	hokkaido	sapporo	cell	10y	female	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)
A/Darwin/479/2019	flu	EPI1493133	2019-06-08	oceania	australia	northern_territory	darwin	cell	49y	male	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Darwin/482/2019	flu	EPI1493136	2019-06-08	oceania	australia	northern_territory	darwin	cell	68y	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Victoria/80/2019	flu	EPI1583938	2019-06-08	oceania	australia	victoria	victoria	cell	63y	male	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/SantaCatarina/491/2019	flu	EPI1584412	2019-06-09	south_america	brazil	santa_catarina	santa_catarina	unpassaged	51y	female	Lacen/sc	Instituto Oswaldo Cruz Fiocruz
A/Darwin/492/2019	flu	EPI1583418	2019-06-09	oceania	australia	northern_territory	darwin	cell	7y	male	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/Santiago/53726/2019	flu	EPI1574679	2019-06-09	south_america	chile	santiago	santiago	unpassaged	85y	male	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile
A/Darwin/489/2019	flu	EPI1493142	2019-06-09	oceania	australia	northern_territory	darwin	cell	?	female	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza
A/SouthAfrica/R06917/2019	flu	EPI1582739	2019-06-10	africa	south_africa	south_africa	south_africa	cell	?	male	National Institute For Communicable Disease	Crick Worldwide Influenza Centre
A/EspiritoSanto/503/2019	flu	EPI1584418	2019-06-10	south_america	brazil	espirito_santo	espirito_santo	unpassaged	74y	female	Lacen/es   Laboratório Central De Saúde Pública Do Espírito Santo	Instituto Oswaldo Cruz Fiocruz
