strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive	weighted_distance_to_future	weighted_distance_to_present	log2_distance_effect
A/StPetersburg/428/2013	0.0035699092958476853	8.292255296801011	6.73527916249134	-8.42444605089161	1a16e36	0.0035699092958476853	russia	-1.000088900581841e-12	0	3.1097643613178693e-07	2013-09-09	1.486411106371434	-2.6765121268529435	10.71515553125224	-3.6387927552119934	-0.2721954776518078	0.005238136152361413	16	3.4543127619051113	2013.6926762491448	2013-09-10	7	west_asia	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.077928	0.0	12.909804999999995	7.629906000000001	0.7587300208295624
A/Tehran/34891/2013	0.014183214240053537	6.9539928949107495	6.005974992579166	-12.582194467353695	bc4cbe3	0.014183214240053537	iran	-1.000088900581841e-12	0	0.010361498320262268	2013-07-04	-1.1060437757893444	-5.716404218707081	7.035500472443093	-7.113022874757088	-1.9943637189869712	0.0064585705721907785	11	0.6073516944008986	2013.5065023956195	2013-07-04	7	west_asia	-9.99866855976916e-13	True	2013-10-01	h3n2	ha	0.001377	0.0	14.99303	11.821368000000001	0.34289497496169324
A/Thailand/CU-B8222/2013	0.00162720104476596	7.977959781433508	6.648124597968959	-11.153974425966018	0165eeb	0.00162720104476596	thailand	-1.000088900581841e-12	0	0.0	2013-08-29	-2.4238562420322527	0.5568542929301948	7.77143148420492	-7.015572788102831	-0.8823026934525461	0.001161003801465016	11	-1.29062235060191	2013.6598220396988	2013-08-29	7	southeast_asia	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.054959	0.0	7.447337	4.239504999999999	0.8128288154125556
A/Valparaiso/34097/2013	0.0017096777109010875	7.7495156286733975	6.648124597968959	-11.153974425966018	0165eeb	0.0017096777109010875	chile	-1.000088900581841e-12	0	0.0	2013-05-16	-2.4238562420322527	0.2930256639361038	7.77143148420492	-7.015572788102831	-1.4474237937457184	0.0017435755387305671	12	-0.3416353281005056	2013.3723477070496	2013-05-16	7	south_america	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	3e-06	0.0	8.447337999999997	5.239492000000001	0.6890698375152509
A/Victoria/505/2013	0.001253078075686028	7.665021964036679	6.735278289734366	-11.03226342389882	1a16e36	0.001253078075686028	australia	-1.000088900581841e-12	0	0.0	2013-06-16	1.486411106371434	0.5568542929301948	9.24329350772858	-5.218103921667112	0.5927393104538441	0.0005800251041053798	11	-1.29062235060191	2013.459958932238	2013-06-17	7	oceania	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.00022999999999999998	0.0	6.995796	2.3302669999999996	1.5859929532373194
A/Victoria/506/2013	0.0018554224735602208	7.97795994746995	6.648124597968959	-11.153974425966018	0165eeb	0.0018554224735602208	australia	-9.99866855976916e-13	0	0.0	2013-06-16	-2.4238562420322527	0.5568542929301948	7.77143148420492	-7.015572788102831	-1.3204944767196136	0.0017434126204889508	11	-1.29062235060191	2013.457221081451	2013-06-16	7	oceania	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.000205	0.0	7.447337	4.239504999999999	0.8128288154125556
A/Zambia/13/109/2013	0.0018940987637896048	8.065759619901794	6.648124711360487	-11.029923654365463	66a66dd	0.0018940987637896048	zambia	-1.000088900581841e-12	0	0.0	2013-09-20	-1.6245091082339298	0.5568542929301948	9.24329350772858	-5.218103921667112	-0.44089949400824463	0.0017420072638022475	10	-1.29062235060191	2013.7227926078028	2013-09-21	7	africa	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.09361900000000001	0.0	6.239496000000001	2.481742	1.330076357221955
A/Zambia/13/127/2013	0.0014231884284026768	8.065759619901794	6.648124711360487	-11.029923654365463	66a66dd	0.0014231884284026768	zambia	-1.000088900581841e-12	0	0.0	2013-08-11	-1.6245091082339298	0.9965686745870131	9.97922451949041	-4.372556825586319	-0.4543563149696958	0.002321008729706425	11	-0.3416353281005056	2013.613278576317	2013-08-12	7	africa	-1.000088900581841e-12	True	2013-10-01	h3n2	ha	0.025677999999999996	0.0	8.239497999999998	4.379015999999999	0.9119497212842682
A/Adana/111/2014	0.0006957108101975119	7.530463934494674	6.17355253286954	-11.701122810527565	0165eeb	0.0006957108101975119	turkey	-1.000088900581841e-12	0	0.0	2014-01-07	-0.3647241776144856	0.8734486477231042	7.77143148420492	-7.832722137331481	-0.9138597664755456	0.0005798940481067918	12	-0.3416353281005056	2014.021902806297	2014-01-08	7	west_asia	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.0019309999999999998	0.0	7.6385	6.360911999999997	0.2640557311040265
A/Arizona/16/2013	0.003926779560906188	7.060249008273642	6.1726924278819055	-11.957794116823734	66a66dd	0.003926779560906188	usa	-1.000088900581841e-12	0	0.0	2013-11-19	-1.4812714101626983	0.25784851340355835	9.24329350772858	-6.083025492681581	-1.424141765342548	0.004064997531116662	11	-0.3416353281005056	2013.8870636550307	2013-11-20	7	north_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	6e-06	0.0	8.493705000000002	5.482286999999999	0.6316161466174748
A/Cameroon/6624/2013	0.0013819139715135554	7.646191854496036	6.197295425919349	-11.644507324616786	66a66dd	0.0013819139715135554	cameroon	-1.000088900581841e-12	0	0.0	2013-11-26	-1.4812714101626983	0.8617229308789223	9.24329350772858	-6.083025492681581	-1.3483585208858089	0.0005797811752307497	11	-0.3416353281005056	2013.903490759753	2013-11-26	7	africa	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	1.4000000000000001e-05	0.0	8.263216000000002	4.297016000000002	0.9433682312060688
A/CoteDIvoire/2165/2013	0.0033918032659732283	7.174292166310886	6.197295425919349	-11.644507324616786	1a16e36	0.0033918032659732283	cote_d_ivoire	-9.99866855976916e-13	0	0.0	2013-12-11	-1.482337238396081	0.5568542929301948	9.24329350772858	-6.083025492681581	-0.8755884148739616	0.0017393378879242154	11	-1.29062235060191	2013.9445585215606	2013-12-11	7	africa	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	9.9e-05	0.0	8.263216000000002	4.297016000000002	0.9433682312060688
A/Dnipro/229/2014	0.0024969293059980725	7.3176827848705575	6.1726924278819055	-10.944588121630215	e955b5d	0.0024969293059980725	bangladesh	-1.000088900581841e-12	0	0.0	2014-02-28	-1.9342003268734504	0.4366656952773312	9.24329350772858	-6.019254718929595	-0.7940102546701715	0.0023218576481165874	9	-1.29062235060191	2014.1615331964408	2014-02-28	7	south_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.046676	0.0	8.807290000000002	5.939797999999999	0.5682843018320157
A/Dnipro/232/2014	0.0013865329928690814	7.212942219127778	6.197296137618044	-11.347701856181882	7a8b37b	0.0013865329928690814	bangladesh	-1.000088900581841e-12	0	0.0	2014-03-03	-0.2344286795200379	-1.2987403976615786	11.451086543014071	-3.5593208382505974	-0.33751511645179005	0.001158574356164	13	0.6073516944008986	2014.1697467488025	2014-03-03	7	south_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.051577	0.0	12.408529000000001	7.832368000000001	0.663811641753904
A/FrenchGuiana/8174/2014	0.0014863107460638054	7.212963422369218	6.197296534670433	-10.93295556603634	7a8b37b	0.0014863107460638054	french_guiana	-9.99866855976916e-13	0	0.0	2014-02-25	-0.2344286795200379	0.712220041115604	9.97922451949041	-5.209793305430972	-0.4118038471629429	0.002320890432758357	12	-0.3416353281005056	2014.1560574948667	2014-02-26	7	south_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.043434	0.0	8.788506000000003	4.779637999999999	0.87871658003564
A/Fujian-Yanping/2707/2013	0.0008059775084864676	7.568675783229817	6.1726924278819055	-10.944588121630215	e955b5d	0.0008059775084864676	china	-9.99866855976916e-13	0	0.0	2013-11-04	-1.9342003268734504	0.8969000814114677	9.24329350772858	-6.083025492681581	-1.2006011243871275	2.2646025525780917e-17	10	-0.3416353281005056	2013.843258042437	2013-11-04	7	china	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	1e-06	0.0	9.315588999999997	6.386424999999999	0.5446384261227286
A/Georgia/215/2014	0.0010371208033530602	7.530463934494674	6.17355253286954	-11.701122810527565	0165eeb	0.0010371208033530602	usa	-9.99866855976916e-13	0	0.0	2014-02-06	-0.3647241776144856	0.8734486477231042	7.77143148420492	-7.832722137331481	-1.0728923306657032	0.000580359544086716	12	-0.3416353281005056	2014.1013004791241	2014-02-06	7	north_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.016674	0.0	7.6385	6.360911999999997	0.2640557311040265
A/Georgia/495/2014	0.002188620545524083	7.53046222119923	6.17356267393429	-11.701122810527565	0165eeb	0.002188620545524083	usa	-1.000088900581841e-12	0	8.190544824262322e-06	2014-03-04	-0.3647241776144856	-0.038225836912032636	7.77143148420492	-7.832722137331481	-0.8076535482852385	0.001741160026988162	13	0.6073516944008986	2014.1724845995893	2014-03-04	7	north_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.053208000000000005	0.0	8.638501999999999	7.254496000000001	0.2519057690197132
A/Georgia/76/2014	0.0010742642026008546	7.212963422369218	6.197296534670433	-10.93295556603634	7a8b37b	0.0010742642026008546	usa	-1.000088900581841e-12	0	0.0	2014-01-22	-0.2344286795200379	0.712220041115604	9.97922451949041	-5.209793305430972	-0.3638206954572288	0.0005793728146893608	12	-0.3416353281005056	2014.060232717317	2014-01-22	7	north_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.006124	0.0	8.788506000000003	4.779637999999999	0.87871658003564
A/Guam/3712/2013	0.0034538314913031857	7.174293050130415	6.197295425919349	-11.644507324616786	1a16e36	0.0034538314913031857	guam	-1.000088900581841e-12	0	0.0	2013-12-26	-1.482337238396081	0.5421971468749676	9.24329350772858	-6.083025492681581	-0.9333310243577316	0.0017394624333400212	12	-0.3416353281005056	2013.9883641341544	2013-12-27	7	oceania	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.000591	0.0	9.263217999999998	5.295833999999999	0.8066555652765639
A/HongKong/33/2014	0.00218045451303317	7.568675783229817	6.1726924278819055	-10.944588121630215	e955b5d	0.00218045451303317	hong_kong	-1.000088900581841e-12	0	0.0	2013-12-29	-1.9342003268734504	0.5568542929301948	9.24329350772858	-6.083025492681581	-1.4109103207888367	2.273115391205585e-17	9	-1.29062235060191	2013.996577686516	2013-12-30	7	china	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.000802	0.0	8.315587000000003	5.386426999999999	0.6264895058092612
A/HongKong/4801/2014	0.0006929831286077229	8.075869939738565	6.255042146624903	-7.883098680386394	0165eeb	0.0006929831286077229	hong_kong	-1.000088900581841e-12	0	0.0	2014-02-25	-0.3647241776144856	0.9291458027329677	8.50736249596675	-5.080217546840177	-0.59995100447052	2.2722269211631908e-17	12	1.5563387169023029	2014.1560574948667	2014-02-26	6	china	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.043434	0.0	7.184534000000001	9.705625	-0.4339265349277845
A/HongKong/5320/2014	0.0035433807460826037	7.174298781663946	6.197295425919349	-11.959255031482046	1a16e36	0.0035433807460826037	hong_kong	-1.000088900581841e-12	0	0.0	2014-03-19	-1.482337238396081	-2.0960891430659427	9.97922451949041	-5.098098140364884	-0.5870304324506576	0.004649822821362108	12	0.6073516944008986	2014.216290212184	2014-03-20	7	china	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.075587	0.0	10.526837	7.021104999999999	0.584302006062711
A/India/5757/2014	0.002742833175925507	7.174298781663946	6.197295425919349	-11.959058919236247	1a16e36	0.002742833175925507	india	-1.000088900581841e-12	0	0.0	2014-01-11	-1.482337238396081	0.2402599381372856	9.24329350772858	-6.083025492681581	-0.8508783171954146	0.00231950474672958	11	-0.3416353281005056	2014.0301163586585	2014-01-11	7	south_asia	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.002518	0.0	8.03513	4.7700819999999995	0.7523072983216952
A/Jordan/30677/2013	0.0026944049377887434	7.3176827848705575	6.833821222287773	-11.148917389909597	e955b5d	0.0026944049377887434	jordan	-1.000088900581841e-12	0	0.5339680949468691	2013-11-29	-1.9342003268734504	1.6414831010170137	9.97922451949041	-5.4225432443375015	-1.0854377402350055	0.0029033940387326145	10	-0.3416353281005056	2013.9117043121148	2013-11-29	7	west_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	2.2e-05	0.0	9.807292	7.256049000000002	0.43467063452856786
A/Kazakhstan/3661/2014	0.0042970294129893215	7.2129426139101325	6.197296137618044	-11.084534329145963	7a8b37b	0.0042970294129893215	kazakhstan	-9.99866855976916e-13	0	0.0	2014-03-04	-0.2344286795200379	-0.4574202140915328	10.71515553125224	-4.344438746649719	-0.5376403432830641	0.0046472928403574225	12	-0.3416353281005056	2014.1724845995893	2014-03-04	7	west_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.053208000000000005	0.0	10.805281999999998	6.353311999999998	0.7661559504326451
A/Korea/3772/2014	0.0018777254318033609	7.5322683871972576	6.275813441738767	-7.575630485093696	66a66dd	0.0018777254318033609	south_korea	-1.000088900581841e-12	0	0.0	2014-02-06	-1.4812714101626983	-1.958311970146806	9.97922451949041	-4.343738818339502	-1.0557907882147195	0.0017460691195472007	12	2.5053257394037067	2014.104038329911	2014-02-07	7	japan_korea	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.017672	0.0	10.421590000000002	8.896141	0.22832384389789434
A/Kragujevac/2378/2014	0.0016573064357162483	7.212942219127778	6.197296137618044	-11.347701856181882	7a8b37b	0.0016573064357162483	serbia	-1.000088900581841e-12	0	0.0	2014-03-26	-0.2344286795200379	0.40735140316687657	10.71515553125224	-4.359974578153718	-0.4486775657425133	0.0005791296526445423	12	-0.3416353281005056	2014.2327173169065	2014-03-26	7	europe	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.08029	0.0	10.409246	6.038676	0.7855613963381577
A/Macau/610289/2014	0.0011069632046850036	7.933162497172017	6.275813441738767	-7.575630485093696	66a66dd	0.0011069632046850036	china	-1.000088900581841e-12	0	0.0	2014-01-28	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.8246440338830809	0.000578925530363902	10	0.6073516944008986	2014.07665982204	2014-01-28	7	china	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.009413	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/Madagascar/153/2014	0.00046747552185651483	7.1743000327353466	6.197296152753125	-11.180013719801105	1a16e36	0.00046747552185651483	madagascar	-9.99866855976916e-13	0	0.0	2014-01-14	-1.482337238396081	-0.5981288162217148	9.24329350772858	-5.842456309004637	-0.0761029319488223	0.0005790909006932941	13	0.6073516944008986	2014.03832991102	2014-01-14	7	africa	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.00325	0.0	9.802361999999997	6.08414	0.6880760754873175
A/Madagascar/493/2014	0.0008795220653194692	7.1743000327353466	6.197296152753125	-11.12152905397618	1a16e36	0.0008795220653194692	madagascar	-9.99866855976916e-13	0	0.0	2014-02-17	-1.482337238396081	0.6301400232063313	9.24329350772858	-6.083025492681581	-0.3039264932927119	0.0005792905204843253	13	0.6073516944008986	2014.1341546885694	2014-02-18	7	africa	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.031192	0.0	8.802360000000004	5.09064	0.7900433317909664
A/Madagascar/897/2014	0.0015248452892520185	7.1742990178292425	6.197296152753125	-11.12152905397618	1a16e36	0.0015248452892520185	madagascar	-1.000088900581841e-12	0	0.0	2014-03-07	-1.482337238396081	0.9262143735219224	9.24329350772858	-5.27586049953246	-0.3923517723653006	0.0017401243740612837	14	1.5563387169023029	2014.1806981519508	2014-03-07	7	africa	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.058038	0.0	10.802364000000003	6.8584879999999995	0.6553846030482682
A/Malaysia/10/2013	0.0015738096684607822	7.212940943269997	6.197296534670433	-10.93295556603634	7a8b37b	0.0015738096684607822	malaysia	-1.000088900581841e-12	0	0.0	2013-11-12	-0.2344286795200379	-0.9674888968134422	9.97922451949041	-5.209793305430972	-0.3775758794869445	0.0005796612735939037	13	0.6073516944008986	2013.8678986995208	2013-11-13	7	southeast_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	2e-06	0.0	9.788508	5.77963	0.7601118384404495
A/Malaysia/20/2014	0.005388105333450438	7.665760653080881	6.197295509317608	-11.039492185951538	1a16e36	0.005388105333450438	malaysia	-1.000088900581841e-12	0	0.0	2014-02-10	-1.482337238396081	0.5568542929301948	9.97922451949041	-5.434925998897679	-1.5697181629898789	0.0017393451524708235	11	-1.29062235060191	2014.1122518822726	2014-02-10	7	southeast_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.020903	0.0	9.263209999999999	5.25521	0.8177638044008518
A/Moscow/140/2013	0.001458625568861973	7.174302601903364	6.1972958229717445	-11.231728483258047	1a16e36	0.001458625568861973	russia	-1.000088900581841e-12	0	0.0	2013-12-29	-1.482337238396081	0.712220041115604	9.24329350772858	-6.083025492681581	-0.8748024316537735	0.002321921951947897	12	-0.3416353281005056	2013.996577686516	2013-12-30	7	west_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.000802	0.0	8.246444	4.510509999999998	0.8704815728669174
A/Nagano/2611/2013	0.0005180013689255226	7.568674072701006	6.1726924278819055	-10.944588121630215	e955b5d	0.0005180013689255226	japan	-1.000088900581841e-12	0	0.0	2013-11-14	-1.9342003268734504	0.5568542929301948	9.24329350772858	-6.083025492681581	-1.2430357013316446	2.2560927349561063e-17	9	-1.29062235060191	2013.8706365503078	2013-11-14	7	japan_korea	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	3e-06	0.0	8.315587000000003	5.386426999999999	0.6264895058092612
A/NewJersey/14/2013	0.001860684526497663	7.212941508655695	6.197296137618044	-11.115508583489477	7a8b37b	0.001860684526497663	usa	-1.000088900581841e-12	0	0.0	2013-12-04	-0.2344286795200379	0.249054225770422	10.71515553125224	-4.427954550662999	-0.9509698143940676	0.002902153011780659	12	-0.3416353281005056	2013.9281314168368	2013-12-05	7	north_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	4.7e-05	0.0	10.638587999999999	6.557247999999998	0.6981443179330536
A/NongKhai/185/2014	0.004235122595327524	7.174293590049263	6.197295425919349	-11.644507324616786	1a16e36	0.004235122595327524	thailand	-1.000088900581841e-12	0	0.0	2014-03-12	-1.482337238396081	0.5568542929301948	9.24329350772858	-6.083025492681581	-0.5683973081842436	0.001738889431550554	11	-1.29062235060191	2014.1971252566727	2014-03-13	7	southeast_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.067069	0.0	8.263216000000002	4.297016000000002	0.9433682312060688
A/Norway/161/2014	0.004555896237872281	7.2129382367928745	6.197296137618044	-11.115508583489477	7a8b37b	0.004555896237872281	norway	-1.000088900581841e-12	0	0.0	2014-01-11	-0.2344286795200379	0.19921992918264925	10.71515553125224	-4.427954550662999	-1.1890511522804526	0.005232641225405927	11	-1.29062235060191	2014.0328542094448	2014-01-12	7	europe	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.002744	0.0	9.63944	5.557342	0.7945543092323997
A/Norway/466/2014	0.0008159666339478992	8.016866214766273	6.275813441738767	-7.575630485093696	66a66dd	0.0008159666339478992	norway	-1.000088900581841e-12	0	0.0	2014-02-02	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.8122554724123597	2.2517614394212863e-17	10	0.6073516944008986	2014.0930869267625	2014-02-03	7	europe	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.013915	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/Osaka-C/2003/2014	0.00041498973305954123	8.069157653728546	6.275813441738767	-7.575630485093696	66a66dd	0.00041498973305954123	japan	-1.000088900581841e-12	0	0.0	2014-01-10	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.6458700453999032	2.2517614394212863e-17	10	0.6073516944008986	2014.0273785078714	2014-01-10	7	japan_korea	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.002307	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/RioGrandedoSul/23/2014	0.002401189572933417	7.0656735658160015	6.197295425919349	-11.644507324616786	66a66dd	0.002401189572933417	brazil	-1.000088900581841e-12	0	0.0	2014-01-19	-1.4812714101626983	1.137277276717195	9.24329350772858	-6.083025492681581	-1.5176830516240638	0.0023194215520396075	14	2.5053257394037067	2014.0547570157426	2014-01-20	7	south_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.005261	0.0	11.263221999999999	7.265449999999999	0.6324955273679826
A/Sakai/72/2014	0.0008695745043777008	8.075869939738565	6.4265814801708325	-8.15091797199905	0165eeb	0.0008695745043777008	japan	-1.000088900581841e-12	0	0.1385456690391024	2014-03-12	-0.3647241776144856	0.3809685402674675	9.24329350772858	-4.226639591285315	-0.6713808940631063	0.0017401842164987053	11	2.5053257394037067	2014.1971252566727	2014-03-13	6	japan_korea	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.067069	0.0	9.013008000000001	11.437349000000003	-0.34367212019183463
A/Santiago/82830/2013	0.004234545152512145	7.174276165880785	6.197295425919349	-11.644507324616786	1a16e36	0.004234545152512145	chile	-1.000088900581841e-12	0	0.0	2013-12-11	-1.482337238396081	0.7092886119045585	9.97922451949041	-5.179877285421271	-1.3777026614666226	0.0023212470305852546	11	-1.29062235060191	2013.947296372348	2013-12-12	7	south_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.00011100000000000001	0.0	9.263217999999998	5.296793999999999	0.8063940650628217
A/SaoPaulo/10-38324/2013	0.0015152895044879232	7.0656735658160015	6.197295425919349	-11.644507324616786	66a66dd	0.0015152895044879232	brazil	-1.000088900581841e-12	0	0.0	2013-11-06	-1.4812714101626983	0.8617229308789223	9.24329350772858	-6.083025492681581	-1.273290595542792	0.001738889218698268	11	-0.3416353281005056	2013.8487337440106	2013-11-06	7	south_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	1e-06	0.0	8.263216000000002	4.297016000000002	0.9433682312060688
A/SaoPaulo/23630/2014	0.003063860369610167	7.212943536110356	6.197296137618044	-11.347701856181882	7a8b37b	0.003063860369610167	brazil	-9.99866855976916e-13	0	0.0	2014-03-25	-0.2344286795200379	0.5568542929301948	9.97922451949041	-5.209793305430972	-0.5945620050223709	0.0011583763831083374	11	-1.29062235060191	2014.2299794661194	2014-03-25	7	south_america	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.079702	0.0	8.805278	4.566143999999999	0.9473921957355984
A/Singapore/GP1940/2013	0.0011330984639736535	7.5322683871972576	6.275813441738767	-7.575630485093696	66a66dd	0.0011330984639736535	singapore	-1.000088900581841e-12	0	0.0	2013-12-06	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.6662535212974325	0.0005787740876942383	10	0.6073516944008986	2013.9308692676248	2013-12-06	7	southeast_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	5.3e-05	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/Singapore/TT063/2014	0.0012351417239744346	7.532908148271426	6.275813441738767	-7.575630485093696	66a66dd	0.0012351417239744346	singapore	-1.000088900581841e-12	0	0.0	2014-01-13	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.8169941692209969	0.0005790411245386686	10	0.6073516944008986	2014.0355920602328	2014-01-13	7	southeast_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.0029879999999999998	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/Srilanka/68/2013	0.0018836413415467407	7.174277965347737	6.197295425919349	-11.644507324616786	1a16e36	0.0018836413415467407	sri_lanka	-1.000088900581841e-12	0	0.0	2013-11-12	-1.482337238396081	-1.1228546449988517	9.97922451949041	-5.185820975308304	-1.0541996668750744	0.0023209470624562943	12	-0.3416353281005056	2013.8678986995208	2013-11-13	7	south_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	2e-06	0.0	10.224946000000003	6.297003999999999	0.6993557351271331
A/Switzerland/9715293/2013	0.0	8.069157653728546	6.275813441738767	-7.575630485093696	66a66dd	0.0	switzerland	-1.000088900581841e-12	0	0.0	2013-12-06	-1.4812714101626983	-0.7447002767739875	9.97922451949041	-4.343738818339502	-0.35821308342767744	2.2517614394212863e-17	10	0.6073516944008986	2013.9308692676248	2013-12-06	7	europe	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	5.3e-05	0.0	8.421586000000001	6.966828999999999	0.27358980230124946
A/Sydney/71/2014	0.0004928462360689369	8.075869939738565	6.255042738292398	-7.883098680386394	0165eeb	0.0004928462360689369	australia	-9.99866855976916e-13	0	4.778668977490086e-07	2014-02-09	-0.3647241776144856	-0.5600202364781238	9.24329350772858	-4.223795580673909	-0.5428927483792932	0.0005793937497517393	12	1.5563387169023029	2014.1095140314853	2014-02-09	6	oceania	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.019787	0.0	8.184536000000001	10.666051000000001	-0.38205359697351376
A/Tasmania/11/2014	0.0014783023689605018	7.933163910084244	6.275813988542197	-7.575630485093696	66a66dd	0.0014783023689605018	australia	-1.000088900581841e-12	0	4.4163192975748216e-07	2014-03-15	-1.4812714101626983	-1.0026660473459876	9.97922451949041	-4.343738818339502	-0.8154132846747323	0.0005789735568250173	11	1.5563387169023029	2014.2053388090344	2014-03-16	7	oceania	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.07105399999999999	0.0	9.421587999999996	7.824721000000001	0.26793093335077867
A/Tasmania/3/2014	0.0008691617537615014	7.174300841920545	6.808726114006222	-12.730084768083739	1a16e36	0.0008691617537615014	australia	-1.000088900581841e-12	0	0.4938288612935113	2014-01-06	-1.482337238396081	0.3956256863226947	9.97922451949041	-5.686780289269862	-0.8190664476388444	0.00173935822389653	11	-0.3416353281005056	2014.0164271047229	2014-01-06	7	oceania	-9.99866855976916e-13	True	2014-04-01	h3n2	ha	0.00161	0.0	9.869294000000004	6.758059999999998	0.5463377259552145
A/Tomsk/6/2014	0.0027461102455906897	7.212955260048907	6.197296534670433	-10.93295556603634	7a8b37b	0.0027461102455906897	russia	-1.000088900581841e-12	0	0.0	2014-02-28	-0.2344286795200379	0.712220041115604	9.97922451949041	-5.209793305430972	-0.4233624680376643	0.0017399967293019027	12	-0.3416353281005056	2014.164271047228	2014-03-01	7	west_asia	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	0.048308	0.0	8.788506000000003	4.779637999999999	0.87871658003564
A/Trieste/37/2013	0.004038311997983053	7.174279614779002	6.197295425919349	-11.644507324616786	1a16e36	0.004038311997983053	italy	-9.99866855976916e-13	0	0.0	2013-11-26	-1.482337238396081	1.3747230428118768	9.97922451949041	-5.182145552459822	-1.0664880215052437	0.0023201164330421352	11	-1.29062235060191	2013.903490759753	2013-11-26	7	europe	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	1.4000000000000001e-05	0.0	9.102821999999998	5.296987999999999	0.7811416296533512
A/Victoria/232/2013	0.0008730813135014517	7.174300684760723	6.197295425919349	-11.959058919236247	1a16e36	0.0008730813135014517	australia	-1.000088900581841e-12	0	0.0	2013-11-11	-1.482337238396081	0.2402599381372856	9.24329350772858	-6.083025492681581	-0.3941810454210525	2.266698663641233e-17	11	-0.3416353281005056	2013.8624229979464	2013-11-11	7	oceania	-1.000088900581841e-12	True	2014-04-01	h3n2	ha	2e-06	0.0	8.03513	4.7700819999999995	0.7523072983216952
