strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive
A/Nepal/1261B/2014	0.0006593441402587967	8.802260160186814	6.931577982087576	-8.727474276656237	ea08d9e	0.0006593441402587967	nepal	-1.000088900581841e-12	0	0.0	2014-07-19	-0.3300166431875798	0.6125514479400586	8.50736249596675	-5.804615401094255	0.5181814998701333	0.0005801766409663918	12	0.6073516944008986	2014.5475701574264	2014-07-19	6	south_asia	-9.99866855976916e-13	True	2014-10-01	h3n2	ha	0.004447	0.0
A/Nepal/1336/2014	0.0007416837782340951	8.399312284574782	7.016642303131744	-8.546755553547083	80897ab	0.0007416837782340951	nepal	-1.000088900581841e-12	0	0.0	2014-08-07	0.7583061755412922	0.5568542929301948	9.97922451949041	-5.350308971160819	0.6155178942765762	2.213767202120364e-17	10	-1.2906223506019099	2014.599589322382	2014-08-07	7	south_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.01669	0.0
A/Nepal/1637A/2014	0.0008979414833056552	8.39931015427205	7.016642303131744	-8.546755553547083	80897ab	0.0008979414833056552	nepal	-9.99866855976916e-13	0	0.0	2014-09-02	0.7583061755412922	0.5568542929301948	9.97922451949041	-5.350308971160819	0.9628294121206742	2.2166955462571285e-17	10	-1.2906223506019099	2014.6735112936346	2014-09-03	7	south_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.055892	0.0
A/Newcaledonia/71/2014	0.0012610671713333304	7.703748468652318	6.931577982087576	-8.727474276656237	ea08d9e	0.0012610671713333304	new_caledonia	-1.000088900581841e-12	0	0.0	2014-08-13	-0.3300166431875798	0.6623857445278313	8.50736249596675	-5.804615401094255	0.19640246328064845	0.001161177492449652	13	1.5563387169023029	2014.6160164271048	2014-08-13	6	oceania	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.02337	0.0
A/Newcastle/22/2014	0.0	7.84343908209764	7.445289526700334	-11.617601878849213	7a8b37b	0.0	australia	-1.000088900581841e-12	0	0.0	2014-06-16	-1.6006281448092754	0.5187457131866039	12.1870175547759	-3.1587681604232665	-0.02726770611252841	2.2271789365669385e-17	11	-0.3416353281005056	2014.457221081451	2014-06-16	7	oceania	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.000177	0.0
A/Norway/2034/2014	0.0006517230428928836	7.408737072557153	7.4452784082834	-12.040318200806462	7a8b37b	0.0006517230428928836	norway	-1.000088900581841e-12	0	0.0	2014-06-23	-1.6006281448092754	0.05264846863037644	10.71515553125224	-5.393407774744907	-0.13533353968935383	0.0005793188525237968	11	-0.3416353281005056	2014.476386036961	2014-06-23	7	europe	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.000387	0.0
A/Oman/3676/2014	0.0006191418750575889	7.84343908209764	7.445289526700334	-11.617601878849213	7a8b37b	0.0006191418750575889	oman	-1.000088900581841e-12	0	0.0	2014-06-19	-1.6006281448092754	0.5187457131866039	12.1870175547759	-3.1587681604232665	-0.069940754798489	0.0011602870590544116	11	-0.3416353281005056	2014.4681724846	2014-06-20	7	west_asia	-9.99866855976916e-13	True	2014-10-01	h3n2	ha	0.000279	0.0
A/Oman/4289/2014	0.00372820663515324	8.136278726505397	7.016642264866605	-8.617432657960457	c9346ca	0.00372820663515324	oman	-1.000088900581841e-12	0	5.278986455859178e-08	2014-07-27	-0.846406415388211	1.040540112752695	10.71515553125224	-4.667429918085039	-1.1082088592394745	0.002903394462716381	9	-1.2906223506019099	2014.5722108145105	2014-07-28	7	west_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.008735	0.0
A/Paraguay/86/2014	0.0013005435708685585	7.589000808530468	6.931578047448974	-8.727474276656237	ea08d9e	0.0013005435708685585	paraguay	-1.000088900581841e-12	0	5.278986455859178e-08	2014-06-30	-0.3300166431875798	1.0962372677625587	9.24329350772858	-5.10269047139746	0.2465412364991491	0.0011604233071572025	12	0.6073516944008986	2014.495550992471	2014-06-30	6	south_america	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.000802	0.0
A/SouthAfrica/4100/2014	0.0031740916680098557	7.051940041370847	6.938447244301851	-12.449533890337493	1a16e36	0.0031740916680098557	south_africa	-1.000088900581841e-12	0	0.0	2014-05-28	-2.4613124913768285	0.14059134496174014	9.97922451949041	-6.313886953334038	-1.7350533796703285	0.0034989253015828537	12	-0.3416353281005056	2014.405201916496	2014-05-28	7	africa	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	1.6e-05	0.0
A/SouthAustralia/55/2014	0.0024026592276903125	7.931907484372642	7.016642303131744	-8.546755553547083	80897ab	0.0024026592276903125	australia	-1.000088900581841e-12	0	0.0	2014-06-29	0.7583061755412922	0.3633799650011948	10.71515553125224	-4.475267652976131	-0.041288182101890517	0.0011600115349314033	10	-1.2906223506019099	2014.4928131416839	2014-06-29	7	oceania	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.000725	0.0
A/Southaustralia/16/2014	0.0057566961136246856	7.224926593101069	6.931577188646982	-12.989547727490317	66a66dd	0.0057566961136246856	australia	-9.99866855976916e-13	0	0.0	2014-05-28	-1.1951806738337842	0.07609990231874011	9.24329350772858	-7.244300445175537	-1.8706454968127428	0.0029013980616982983	11	-0.3416353281005056	2014.405201916496	2014-05-28	7	oceania	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	1.6e-05	0.0
A/Srilanka/29/2014	0.0	8.182016964702402	7.016642199505209	-8.617432657960457	c9346ca	0.0	sri_lanka	-1.000088900581841e-12	0	0.0	2014-05-20	-0.846406415388211	0.5568542929301948	9.97922451949041	-5.350308971160819	-0.700172343744477	2.2270456934820383e-17	9	-1.2906223506019099	2014.3832991101983	2014-05-20	7	south_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	5e-06	0.0
A/Srilanka/42/2014	0.001706775900324288	7.229129777885087	7.4452877804283375	-12.040318200806462	7a8b37b	0.001706775900324288	sri_lanka	-1.000088900581841e-12	0	0.0	2014-06-04	-1.6006281448092754	0.9174200858887858	11.45108654301407	-4.692642205620147	-0.634674367359215	2.2250175873418465e-17	11	-0.3416353281005056	2014.4243668720053	2014-06-04	7	south_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	4.1e-05	0.0
A/Stockholm/18/2014	0.0005677370594035121	8.802260160186814	6.931577982087576	-8.727474276656237	ea08d9e	0.0005677370594035121	sweden	-1.000088900581841e-12	0	0.0	2014-08-15	-0.3300166431875798	0.6125514479400586	8.50736249596675	-5.804615401094255	0.16066597382954168	2.247910502398371e-17	12	0.6073516944008986	2014.624229979466	2014-08-16	6	europe	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.027253	0.0
A/Tak/1845/2014	0.0006595938776783848	8.15013978142086	7.016642303131744	-8.546755553547083	80897ab	0.0006595938776783848	thailand	-1.000088900581841e-12	0	0.0	2014-07-19	0.7583061755412922	0.6858371782161949	9.97922451949041	-5.350308971160819	-0.2537239214372865	0.0005794895736318367	11	-0.3416353281005056	2014.5503080082133	2014-07-20	7	southeast_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.004814	0.0
A/Tokyo/34254/2014	0.0026741409168187964	7.970888510127509	7.016642468976053	-8.858768387497895	80897ab	0.0026741409168187964	japan	-1.000088900581841e-12	0	1.3394601915117517e-07	2014-08-25	0.7583061755412922	1.1548658519834678	9.97922451949041	-4.980387437650569	0.7228246990400237	0.002901978834251189	10	-1.2906223506019099	2014.6516084873374	2014-08-26	7	japan_korea	-9.99866855976916e-13	True	2014-10-01	h3n2	ha	0.042411	0.0
A/Vietnam/6/2014	4.741044167567293e-05	8.15013978142086	7.016642303131744	-8.546755553547083	80897ab	4.741044167567293e-05	vietnam	-1.000088900581841e-12	0	0.0	2014-05-28	0.7583061755412922	0.5568542929301948	9.97922451949041	-5.350308971160819	0.3205228114020053	2.2166955462571285e-17	10	-1.2906223506019099	2014.4079397672824	2014-05-29	7	southeast_asia	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	1.9e-05	0.0
A/Yamaguchi/37/2014	0.0012310284278600515	7.703748468652318	6.931577982087576	-8.727474276656237	ea08d9e	0.0012310284278600515	japan	-1.000088900581841e-12	0	0.0	2014-09-28	-0.3300166431875798	-0.387065913026442	8.50736249596675	-5.804615401094255	0.19271888843309484	0.0029084578444504468	14	2.5053257394037067	2014.7446954141	2014-09-29	6	japan_korea	-1.000088900581841e-12	True	2014-10-01	h3n2	ha	0.085026	0.0
A/Aichi/1/2015	0.0006551693202298777	8.237121235902736	6.997666852180342	-9.574777091236543	ea08d9e	0.0006551693202298777	japan	-1.000088900581841e-12	0	0.0	2015-01-04	0.03216461250948702	0.7268771871708313	9.24329350772858	-5.557080873391719	0.6702151291006668	0.0005803396797820696	13	-0.3416353281005056	2015.0136892539358	2015-01-05	6	japan_korea	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.001452	0.0
A/Chanthaburi/2419/2014	0.002320237592192045	8.237119140252918	6.997666852180342	-9.574777091236543	ea08d9e	0.002320237592192045	thailand	-1.000088900581841e-12	0	0.0	2014-12-11	0.03216461250948702	0.5568542929301948	8.50736249596675	-6.48780090456034	0.3255329757002301	0.0023233473670736127	12	-1.2906223506019099	2014.9445585215606	2014-12-11	6	southeast_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	9.8e-05	0.0
A/Chiba/61/2014	0.0015259943781304568	9.033300219200452	7.240777865561613	-9.33266100781366	80897ab	0.0015259943781304568	japan	-1.000088900581841e-12	0	0.17249354624804386	2014-11-12	-2.54129769135719	1.7177002605041953	11.45108654301407	-4.446941281003923	-1.4320468068127568	0.002321444841300721	10	-1.2906223506019099	2014.8678986995208	2014-11-13	7	japan_korea	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	2e-06	0.0
A/Cyprus/F33/2015	4.741044167567293e-05	8.106391259248719	7.7237561311309655	-12.494196210706466	414723b	4.741044167567293e-05	cyprus	-1.000088900581841e-12	0	0.0	2015-01-22	-0.3062398584624293	-0.2434258816852146	11.45108654301407	-5.68539635852727	-0.005914431317687296	2.2297126928333234e-17	13	0.6073516944008986	2015.062970568104	2015-01-23	7	west_asia	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	0.006529000000000001	0.0
A/Fiji/2/2015	0.002333949349760473	8.237122660927271	6.997666852180342	-9.574777091236543	ea08d9e	0.002333949349760473	fiji	-9.99866855976916e-13	0	0.0	2015-03-01	0.03216461250948702	0.5568542929301948	8.50736249596675	-6.48780090456034	0.6707746498809802	0.0011610360338077908	12	-1.2906223506019099	2015.1670088980152	2015-03-02	6	oceania	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.049425	0.0
A/Fukui/78/2015	0.0022462856322228615	8.441665392780846	7.027206207333007	-9.315981215917027	80897ab	0.0022462856322228615	japan	-1.000088900581841e-12	0	0.0	2015-03-01	-2.54129769135719	0.5568542929301948	9.97922451949041	-6.346954535680562	-0.023286566147783322	0.0029029453375103826	10	-1.2906223506019099	2015.1670088980152	2015-03-02	7	japan_korea	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.049425	0.0
A/Ghana/DILI-14-1014/2014	4.741044167567293e-05	8.600405454049042	7.027206209396162	-9.381307168881602	c9346ca	4.741044167567293e-05	ghana	-1.000088900581841e-12	0	0.0	2014-11-04	-1.7996174746071258	1.6297573841728317	9.97922451949041	-5.855856920764871	-1.6870399541913959	2.2391276422632345e-17	11	0.6073516944008986	2014.8432580424371	2014-11-04	7	africa	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	1e-06	0.0
A/Ghana/DILI-14-1152/2014	0.00047122974352400976	8.600405454049042	7.027206209396162	-9.381307168881602	c9346ca	0.00047122974352400976	ghana	-1.000088900581841e-12	0	0.0	2014-12-10	-1.7996174746071258	1.6297573841728317	9.97922451949041	-5.855856920764871	-1.7424908523774936	2.2391276422632345e-17	11	0.6073516944008986	2014.9418206707733	2014-12-10	7	africa	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	8.7e-05	0.0
A/Guatemala/8147/2015	0.0016511938551887276	8.237121842410541	6.997666852180342	-9.574777091236543	ea08d9e	0.0016511938551887276	guatemala	-1.000088900581841e-12	0	0.0	2015-03-19	0.03216461250948702	0.5568542929301948	8.50736249596675	-6.48780090456034	0.5532685788875764	0.0005804083868190662	12	-1.2906223506019099	2015.2135523613965	2015-03-19	6	north_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.073777	0.0
A/Guyane/1742/2015	0.0015389857776117837	8.237121842410541	6.997666852180342	-9.07621350730006	ea08d9e	0.0015389857776117837	french_guiana	-1.000088900581841e-12	0	0.0	2015-01-22	0.03216461250948702	-0.516048798312442	9.97922451949041	-4.661284580754235	0.6480024628164778	0.0017421111731753575	12	-1.2906223506019099	2015.062970568104	2015-01-23	6	south_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.006529000000000001	0.0
A/Guyane/1749/2015	0.0007066849112169829	8.106391259248719	7.7237561311309655	-12.494196210706466	414723b	0.0007066849112169829	french_guiana	-1.000088900581841e-12	0	0.0	2015-03-19	-0.3062398584624293	-0.2434258816852146	11.45108654301407	-5.68539635852727	-0.4174921023817048	2.2297126928333234e-17	13	0.6073516944008986	2015.216290212184	2015-03-20	7	south_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.074805	0.0
A/Hangzhou/A19/2015	0.005685750744881021	7.688810260243543	7.027206412442286	-9.315981215917027	80897ab	0.005685750744881021	china	-1.000088900581841e-12	0	1.6565880997018228e-07	2015-01-03	-2.54129769135719	1.4626659191432407	9.97922451949041	-5.303384204519615	-1.7326693873070949	0.0052375812909148	11	-0.3416353281005056	2015.0109514031485	2015-01-04	7	china	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.001322	0.0
A/Henan-Xigong/11041/2014	0.0026210719665196646	8.332344838649503	7.027206214513151	-9.315981215917027	80897ab	0.0026210719665196646	china	-1.000088900581841e-12	0	5.799121520669697e-09	2014-11-11	-2.54129769135719	-0.46914593093571466	9.97922451949041	-6.346954535680562	-1.3670626517504116	0.002902705617726351	12	0.6073516944008986	2014.8624229979464	2014-11-11	7	china	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	2e-06	0.0
A/HongKong/7624/2014	0.0042408184778717035	7.949891935661918	7.027206207333007	-9.315981215917027	80897ab	0.0042408184778717035	hong_kong	-1.000088900581841e-12	0	0.0	2014-11-30	-2.54129769135719	-0.6802088341309873	10.71515553125224	-5.403207242657565	-1.4838918625628872	0.0023237929626932874	11	-0.3416353281005056	2014.9171800136887	2014-12-01	7	china	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	2.8000000000000013e-05	0.0
A/Hyogo/4001/2014	0.0012632774756644455	7.848430520078288	6.997666854437423	-10.031989960931712	ea08d9e	0.0012632774756644455	japan	-1.000088900581841e-12	0	0.0	2014-12-07	0.03216461250948702	1.1548658519834678	8.50736249596675	-6.025823242026159	-1.11285891637901	0.0005804534079498003	12	-1.2906223506019099	2014.9363449691991	2014-12-08	6	japan_korea	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	6.8e-05	0.0
A/Iceland/37/2015	0.0016153120160007914	8.106386852726763	7.723756133388045	-12.983566987744137	414723b	0.0016153120160007914	iceland	-1.000088900581841e-12	0	1.8229566000731546e-09	2015-02-20	-0.3062398584624293	-1.4013404200481694	11.45108654301407	-4.368031445049567	-0.7571057953890118	0.0017406022428829056	13	0.6073516944008986	2015.139630390144	2015-02-20	7	europe	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.033751	0.0
A/India/27/2015	0.0009921734553281596	8.237759018782912	6.997666853945849	-9.574777091236543	ea08d9e	0.0009921734553281596	india	-1.000088900581841e-12	0	0.0	2015-01-19	0.03216461250948702	-0.4310373511921238	8.50736249596675	-6.48780090456034	0.5028876396995868	2.264374069122301e-17	11	-0.3416353281005056	2015.0547570157426	2015-01-20	6	south_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.005207	0.0
A/India/609/2015	0.0013689017236378984	8.237759018782912	6.997666853945849	-9.574777091236543	ea08d9e	0.0013689017236378984	india	-1.000088900581841e-12	0	0.0	2015-02-21	0.03216461250948702	-0.4310373511921238	8.50736249596675	-6.48780090456034	0.10108571914177382	0.0011615970708911186	11	-0.3416353281005056	2015.1423682409309	2015-02-21	6	south_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.035233999999999994	0.0
A/Japan/4764/2015	0.0011967162059251864	8.237121235902736	6.997666852180342	-9.574777091236543	ea08d9e	0.0011967162059251864	japan	-1.000088900581841e-12	0	0.0	2015-02-20	0.03216461250948702	0.7268771871708313	9.24329350772858	-5.557080873391719	0.07632889854394169	0.0005804631094629339	13	-0.3416353281005056	2015.139630390144	2015-02-20	6	japan_korea	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.033751	0.0
A/Jiangxi-Donghu/1218/2015	0.002578050073921725	7.9073831684256515	6.997666853945849	-9.577572219537794	ea08d9e	0.002578050073921725	china	-1.000088900581841e-12	0	1.425931131752752e-09	2015-02-10	0.03216461250948702	-0.5013916522572147	8.50736249596675	-6.48780090456034	-0.595981818696647	0.002325555564285313	12	0.6073516944008986	2015.1149897330595	2015-02-11	6	china	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.021831	0.0
A/Jilin-Yanji/1179/2015	0.002276472383292649	8.387686079300261	7.027206207333007	-9.315981215917027	80897ab	0.002276472383292649	china	-1.000088900581841e-12	0	0.0	2015-03-03	-2.54129769135719	0.5568542929301948	9.97922451949041	-6.346954535680562	0.11092070176278675	0.0005796569207126812	10	-1.2906223506019099	2015.1697467488025	2015-03-03	7	china	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.051043	0.0
A/Kazakhstan/3784/2014	0.0005858435604266729	8.387686733137922	7.027206207333007	-9.34585847490034	80897ab	0.0005858435604266729	kazakhstan	-9.99866855976916e-13	0	0.0	2014-11-25	-2.54129769135719	1.3512716091235133	9.97922451949041	-5.619947802485501	0.8553705359303254	2.2285709153410525e-17	10	-1.2906223506019099	2014.9007529089663	2014-11-25	7	west_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	1.2e-05	0.0
A/Kazakhstan/3791/2014	0.0014427948724701526	8.441665392780846	7.0272062128929145	-9.315981215917027	80897ab	0.0014427948724701526	kazakhstan	-1.000088900581841e-12	0	4.49051836665051e-09	2014-12-24	-2.54129769135719	0.6066885895179677	9.97922451949041	-6.346954535680562	-0.01776833608327151	0.001741238128913083	11	-0.3416353281005056	2014.9801505817927	2014-12-24	7	west_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.000427	0.0
A/Lorraine/1641/2015	0.002118171451192811	8.106389212908743	7.723756136690378	-12.351000035246129	414723b	0.002118171451192811	france	-1.000088900581841e-12	0	0.0	2015-03-30	-0.3062398584624293	0.1581799202280128	12.1870175547759	-4.0245962587576365	-0.4245501243385052	0.0011606702663043312	11	-1.2906223506019099	2015.2436687200545	2015-03-30	7	europe	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.080954	0.0
A/Mozambique/IR424/2015	4.741044167567293e-05	8.772470821423779	6.997666853945849	-9.07621350730006	ea08d9e	4.741044167567293e-05	mozambique	-1.000088900581841e-12	0	0.0	2015-01-26	0.03216461250948702	-0.6919345509751692	9.24329350772858	-5.5417151781871565	0.6190114307563312	2.2738835289791953e-17	11	-0.3416353281005056	2015.0711841204654	2015-01-26	6	africa	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.008107	0.0
A/Mozambique/IR493/2015	0.00032995664290724416	8.772470821423779	6.997666853945849	-9.07621350730006	ea08d9e	0.00032995664290724416	mozambique	-1.000088900581841e-12	0	0.0	2015-02-18	0.03216461250948702	-0.6919345509751692	9.24329350772858	-5.5417151781871565	0.29685862394007273	2.2738835289791953e-17	11	-0.3416353281005056	2015.1368925393565	2015-02-19	6	africa	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.032295	0.0
A/Nepal/401/2015	0.001829027557266449	8.237119140252918	6.997678487711687	-9.574777091236543	ea08d9e	0.001829027557266449	nepal	-1.000088900581841e-12	0	9.39756755136143e-06	2015-03-04	0.03216461250948702	-0.3372316164386691	9.24329350772858	-5.534984595546126	0.5123565124200983	0.0023251479421066137	13	-0.3416353281005056	2015.1724845995893	2015-03-04	6	south_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.052657	0.0
A/Netherlands/525/2014	0.000565411810601199	8.106388729765607	7.723756141274681	-12.351000035246129	414723b	0.000565411810601199	netherlands	-1.000088900581841e-12	0	0.0	2014-12-17	-0.3062398584624293	0.1581799202280128	12.92294856653773	-3.244499880506176	-1.0415729329563927	0.0005796521203721808	11	-1.2906223506019099	2014.960985626284	2014-12-17	7	europe	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.000197	0.0
A/NewJersey/26/2014	0.0010425997167433298	8.237121569164039	6.997666853000312	-9.022168780603412	ea08d9e	0.0010425997167433298	usa	-1.000088900581841e-12	0	6.622557489085449e-10	2014-11-17	0.03216461250948702	-0.5043230814682602	9.24329350772858	-5.79100008192741	1.6509144432842704	0.0017438906704930713	12	-1.2906223506019099	2014.8788501026693	2014-11-17	6	north_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	4e-06	0.0
A/Ontario/57/2014	0.000772507165790904	7.9073831684256515	6.997666852180342	-9.574777091236543	ea08d9e	0.000772507165790904	canada	-1.000088900581841e-12	0	0.0	2014-12-04	0.03216461250948702	-0.00011725716844174023	9.24329350772858	-5.572075209685467	0.03884298889857404	0.0017430725391615544	12	-1.2906223506019099	2014.9281314168368	2014-12-05	6	north_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	4.6e-05	0.0
A/Paraguay/3144/2014	0.0016071903448087836	7.437000823954897	7.510184472835274	-13.247526917948782	7a8b37b	0.0016071903448087836	paraguay	-1.000088900581841e-12	0	0.0	2014-11-19	-1.4059822654061114	0.2021513583936947	9.97922451949041	-7.430259835811248	-1.8963090791447759	0.0017408190667611875	12	-0.3416353281005056	2014.8870636550307	2014-11-20	7	south_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	6e-06	0.0
A/Pennsylvania/9/2015	0.0011528052636501432	8.106389212908743	7.723756136690378	-12.351000035246129	414723b	0.0011528052636501432	usa	-1.000088900581841e-12	0	0.0	2015-01-07	-0.3062398584624293	0.1581799202280128	12.1870175547759	-4.0245962587576365	-0.42888567249076287	0.0005799271040272067	11	-1.2906223506019099	2015.0191649555106	2015-01-07	7	north_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.0017460000000000002	0.0
A/SaoPaulo/95739/2014	0.001830872754117356	7.437000823954897	7.510184472835274	-13.247526917948782	7a8b37b	0.001830872754117356	brazil	-1.000088900581841e-12	0	0.0	2014-12-08	-1.4059822654061114	0.5568542929301948	9.97922451949041	-7.430259835811248	-1.9062556543716915	0.0011600818317645221	11	-1.2906223506019099	2014.9390828199869	2014-12-09	7	south_america	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	7.7e-05	0.0
A/Serbia/361/2015	0.0013110261883409224	8.237119140252918	6.997666852180342	-9.574777091236543	ea08d9e	0.0013110261883409224	serbia	-1.000088900581841e-12	0	0.0	2015-01-18	0.03216461250948702	0.5568542929301948	8.50736249596675	-6.48780090456034	0.5880984557685508	0.0011612883797133937	12	-1.2906223506019099	2015.0520191649555	2015-01-19	6	europe	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.004818	0.0
A/Singapore/GP035/2015	0.0008271007682618473	8.237121842410541	7.051405715175358	-9.605110378347595	ea08d9e	0.0008271007682618473	singapore	-1.000088900581841e-12	0	0.04340279615842047	2015-01-07	0.03216461250948702	0.8236143511353313	7.771431484204921	-6.0133279723078426	1.130861291926911	0.0011615341616108305	13	-0.3416353281005056	2015.021902806297	2015-01-08	6	southeast_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.001911	0.0
A/Singapore/GP244/2015	0.003527877504676681	7.7928018698529025	6.9976668535072895	-8.264957543759635	ea08d9e	0.003527877504676681	singapore	-1.000088900581841e-12	0	1.0717231815988814e-09	2015-02-23	0.03216461250948702	-0.5893345285885784	9.24329350772858	-5.593676851662355	0.260979774867846	0.00407305088280323	14	0.6073516944008986	2015.1478439425048	2015-02-23	6	southeast_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.038274	0.0
A/Singapore/KK231/2015	0.002070528880541947	8.466049670917336	7.391719406563026	-9.06868402297426	ea08d9e	0.002070528880541947	singapore	-9.99866855976916e-13	0	0.0	2015-03-23	0.03216461250948702	0.8793115061451949	9.97922451949041	-5.252302584185502	-0.2812396648945895	0.001160826904178758	12	0.6073516944008986	2015.227241615332	2015-03-24	6	southeast_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.07821399999999999	0.0
A/SriLanka/62/2014	0.0015619807465281595	7.8484358725109375	6.997666852180342	-7.620638044678602	ea08d9e	0.0015619807465281595	sri_lanka	-1.000088900581841e-12	0	0.0	2014-11-15	0.03216461250948702	-0.8824774496931239	8.50736249596675	-4.657824756075769	-0.994197122413331	0.002326192367587011	13	-0.3416353281005056	2014.8733744010958	2014-11-15	6	south_asia	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	3e-06	0.0
A/SriLanka/72/2014	0.0020799821154536824	7.8484358725109375	6.99769359355496	-9.360149028818187	ea08d9e	0.0020799821154536824	sri_lanka	-9.99866855976916e-13	0	2.159797150209141e-05	2014-12-29	0.03216461250948702	-0.6186488206990328	9.24329350772858	-5.541148754974005	-1.2088956014143586	0.0017419598410145342	14	0.6073516944008986	2014.993839835729	2014-12-29	6	south_asia	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.000718	0.0
A/StPetersburg/119/2015	0.001121636287588674	8.387690143379402	7.027206207333007	-8.434316953572266	80897ab	0.001121636287588674	russia	-1.000088900581841e-12	0	0.0	2015-02-02	-2.54129769135719	1.0669229756521041	9.97922451949041	-5.619947802485501	0.06515799780878036	0.0011604681332122255	10	0.6073516944008986	2015.0930869267625	2015-02-03	7	west_asia	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	0.013771	0.0
A/Sydney/327/2014	0.0006823209140157244	8.106386852726763	7.7237561311309655	-12.494196210706466	414723b	0.0006823209140157244	australia	-1.000088900581841e-12	0	0.0	2014-12-03	-0.3062398584624293	-1.8146719388055788	12.1870175547759	-4.787255047301265	-0.08343521588482228	0.0011600192305844742	13	0.6073516944008986	2014.9226557152633	2014-12-03	7	oceania	-9.99866855976916e-13	True	2015-04-01	h3n2	ha	3.6e-05	0.0
A/Sydney/5/2015	0.0013877088942318256	8.466049670917336	7.391719406563026	-8.165445362205931	ea08d9e	0.0013877088942318256	australia	-9.99866855976916e-13	0	0.0	2015-01-25	0.03216461250948702	1.2134944362043771	9.97922451949041	-5.252302584185502	-0.40428369797058644	0.0017424751829719506	10	0.6073516944008986	2015.0684462696786	2015-01-25	6	oceania	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.007551	0.0
A/Sydney/509/2015	0.0015171341336215893	7.9073831684256515	6.997666852180342	-9.574777091236543	ea08d9e	0.0015171341336215893	australia	-9.99866855976916e-13	0	0.0	2015-02-06	0.03216461250948702	0.5568542929301948	8.50736249596675	-6.48780090456034	-0.5570948524970091	2.2535952446046783e-17	12	-1.2906223506019099	2015.1013004791241	2015-02-06	6	oceania	-1.000088900581841e-12	True	2015-04-01	h3n2	ha	0.016502	0.0
